---------- Learnt Vocabulary ----------

(1142, 6515) -> 6843
(1085, 883) -> 6839
(746, 2458) -> 6837
(2378, 350) -> 6835
(954, 312) -> 6883
(1739, 1558) -> 6834
(438, 376) -> 6833
(1029, 5932) -> 6832
(867, 2697) -> 6830
(1845, 258) -> 6827
(1789, 32) -> 6826
(2282, 1643) -> 6822
(2854, 270) -> 6821
(618, 3900) -> 6820
(2122, 1103) -> 6819
(500, 107) -> 6816
(96, 83) -> 6815
(5032, 4349) -> 6814
(326, 515) -> 6810
(376, 279) -> 6807
(2017, 529) -> 6804
(856, 273) -> 6803
(278, 1506) -> 6801
(388, 1315) -> 6800
(5535, 761) -> 6797
(1065, 1932) -> 6796
(1723, 1954) -> 6795
(274, 2280) -> 6792
(730, 1629) -> 6785
(419, 2454) -> 6783
(1838, 115) -> 6780
(354, 6785) -> 6787
(295, 422) -> 6779
(468, 537) -> 6777
(4195, 1197) -> 6776
(115, 2607) -> 6775
(4817, 448) -> 6950
(4284, 4605) -> 6772
(713, 5205) -> 6768
(85, 112) -> 6767
(109, 3387) -> 6764
(499, 912) -> 6761
(4301, 2261) -> 6760
(545, 919) -> 6758
(348, 445) -> 6757
(4589, 537) -> 6756
(885, 5095) -> 6752
(3958, 6363) -> 6751
(755, 2367) -> 6750
(121, 2247) -> 6745
(1177, 1181) -> 6744
(3880, 1756) -> 6743
(396, 1083) -> 6742
(1006, 2820) -> 6741
(309, 1621) -> 6740
(1418, 1943) -> 6739
(935, 611) -> 6738
(539, 360) -> 6737
(6541, 6025) -> 6736
(399, 3447) -> 6735
(1010, 32) -> 6733
(1754, 386) -> 6730
(2347, 831) -> 6728
(4330, 1713) -> 6726
(34, 792) -> 6724
(83, 4660) -> 6720
(2490, 258) -> 6719
(271, 2664) -> 6762
(287, 1652) -> 6711
(309, 505) -> 6710
(336, 565) -> 6714
(6708, 5929) -> 6709
(517, 466) -> 6708
(322, 535) -> 6704
(3587, 1232) -> 6703
(3226, 549) -> 6702
(329, 753) -> 6701
(1935, 671) -> 6700
(358, 1407) -> 6697
(409, 3999) -> 6695
(888, 421) -> 6694
(328, 1806) -> 6691
(99, 3220) -> 6747
(5927, 2955) -> 6690
(3524, 2059) -> 6689
(566, 1476) -> 6688
(274, 2330) -> 6687
(424, 2046) -> 6685
(2881, 2506) -> 6684
(2636, 505) -> 6682
(6679, 2524) -> 6681
(5705, 655) -> 6676
(2335, 115) -> 6675
(1014, 1170) -> 6674
(6567, 539) -> 6672
(323, 904) -> 6667
(1326, 258) -> 6666
(1813, 115) -> 6665
(667, 84) -> 6663
(591, 929) -> 6662
(442, 1304) -> 6661
(291, 118) -> 6658
(1781, 2275) -> 6655
(4278, 4286) -> 6650
(295, 326) -> 6649
(321, 688) -> 6648
(5380, 335) -> 6644
(987, 1911) -> 6638
(45, 3985) -> 6637
(256, 435) -> 6636
(691, 107) -> 6635
(290, 3302) -> 6633
(82, 79) -> 6631
(682, 343) -> 6629
(450, 658) -> 6626
(1653, 4134) -> 6625
(1448, 684) -> 6614
(2939, 3618) -> 6612
(3957, 3067) -> 6611
(295, 322) -> 6607
(261, 284) -> 6604
(727, 6528) -> 6598
(1797, 483) -> 6597
(6592, 295) -> 6595
(3921, 290) -> 6603
(1634, 6593) -> 6594
(6591, 2618) -> 6592
(937, 5480) -> 6591
(504, 3723) -> 6589
(110, 32) -> 6587
(730, 1422) -> 6586
(477, 1434) -> 6585
(1401, 521) -> 6583
(1586, 5734) -> 6582
(2024, 1705) -> 6579
(1401, 295) -> 6578
(999, 586) -> 6574
(759, 3026) -> 6573
(904, 108) -> 6571
(1175, 2120) -> 6570
(413, 273) -> 6569
(2765, 585) -> 6568
(2704, 285) -> 6564
(328, 115) -> 6563
(1760, 784) -> 6560
(358, 2987) -> 6559
(317, 3168) -> 6558
(6553, 294) -> 6554
(1975, 1060) -> 6551
(1724, 303) -> 6550
(1305, 1135) -> 6553
(331, 495) -> 6548
(6546, 1795) -> 6547
(3813, 6348) -> 6546
(284, 1932) -> 6545
(2241, 4695) -> 6544
(495, 3912) -> 6542
(69, 118) -> 6538
(6152, 6536) -> 6537
(829, 378) -> 6536
(365, 1297) -> 6535
(695, 2331) -> 6534
(997, 662) -> 6530
(1030, 4000) -> 6528
(431, 1066) -> 6527
(6523, 406) -> 6524
(1869, 323) -> 6523
(6521, 408) -> 6522
(396, 4249) -> 6521
(3283, 297) -> 6520
(382, 863) -> 6519
(4745, 358) -> 6517
(1866, 676) -> 6516
(5926, 1558) -> 6515
(5523, 905) -> 6514
(879, 2112) -> 6513
(325, 593) -> 6512
(109, 6509) -> 6510
(468, 735) -> 6509
(5857, 619) -> 6508
(77, 73) -> 6506
(72, 731) -> 6505
(6503, 4921) -> 6504
(1028, 4040) -> 6502
(32, 83) -> 6500
(1739, 295) -> 6499
(3016, 312) -> 6498
(669, 536) -> 6496
(3941, 4234) -> 6490
(512, 696) -> 6488
(668, 119) -> 6487
(1212, 100) -> 6486
(856, 386) -> 6485
(5944, 5707) -> 6478
(475, 677) -> 6477
(875, 1457) -> 6475
(2397, 1020) -> 6474
(5890, 4230) -> 6471
(1445, 5058) -> 6470
(80, 744) -> 6469
(1853, 610) -> 6468
(2711, 4938) -> 6467
(654, 550) -> 6466
(277, 258) -> 6463
(1071, 419) -> 6462
(80, 308) -> 6460
(479, 3197) -> 6459
(2443, 101) -> 6457
(475, 1728) -> 6456
(2734, 315) -> 6454
(3153, 615) -> 6452
(804, 1908) -> 6451
(101, 1727) -> 6448
(1015, 306) -> 6447
(306, 312) -> 6445
(4808, 3925) -> 6444
(260, 2521) -> 6442
(119, 1539) -> 6437
(386, 2299) -> 6436
(902, 526) -> 6435
(297, 327) -> 6434
(290, 768) -> 6433
(2176, 1808) -> 6432
(3282, 1769) -> 6446
(547, 1391) -> 6431
(2907, 1251) -> 6430
(354, 290) -> 6429
(3119, 4870) -> 6425
(6330, 4714) -> 6422
(312, 1067) -> 6421
(457, 2044) -> 6823
(760, 3729) -> 6420
(325, 2137) -> 6418
(2613, 1396) -> 6417
(2298, 1091) -> 6416
(2212, 592) -> 6414
(1657, 900) -> 6412
(885, 3342) -> 6411
(553, 599) -> 6410
(306, 1780) -> 6409
(321, 1278) -> 6866
(2659, 6277) -> 6408
(261, 6055) -> 6407
(1396, 740) -> 6405
(1657, 100) -> 6402
(598, 3861) -> 6400
(4323, 274) -> 6399
(1782, 312) -> 6397
(1010, 286) -> 6396
(350, 2661) -> 6395
(3050, 6393) -> 6394
(371, 256) -> 6393
(1437, 69) -> 6392
(2419, 6390) -> 6391
(4074, 5714) -> 6390
(1609, 2230) -> 6389
(1815, 1204) -> 6387
(259, 4069) -> 6385
(960, 367) -> 6384
(5408, 5670) -> 6383
(1246, 388) -> 6381
(307, 1983) -> 6380
(1800, 286) -> 6378
(2288, 305) -> 6376
(543, 1336) -> 6933
(720, 299) -> 6375
(1804, 452) -> 6373
(1845, 617) -> 6371
(781, 4726) -> 6368
(1537, 755) -> 6367
(4029, 1215) -> 6366
(3043, 2508) -> 6365
(3323, 2102) -> 6481
(683, 299) -> 6363
(1400, 2207) -> 6359
(4127, 1058) -> 6532
(373, 122) -> 6358
(1478, 348) -> 6357
(4291, 510) -> 6356
(321, 591) -> 6355
(111, 6353) -> 6354
(4260, 2250) -> 6350
(1004, 6347) -> 6348
(2651, 6127) -> 6344
(622, 6021) -> 6342
(4129, 929) -> 6341
(2020, 331) -> 6340
(396, 70) -> 6339
(337, 638) -> 6337
(343, 260) -> 6335
(345, 1418) -> 6333
(490, 333) -> 6331
(6329, 4747) -> 6330
(6327, 6162) -> 6328
(3819, 2443) -> 6327
(486, 32) -> 6326
(1977, 115) -> 6324
(117, 842) -> 6323
(317, 487) -> 6322
(116, 1116) -> 6321
(1492, 974) -> 6319
(878, 513) -> 6317
(398, 5571) -> 6316
(271, 1993) -> 6315
(1025, 334) -> 6314
(103, 5472) -> 6677
(3019, 449) -> 6313
(1990, 1008) -> 6311
(1300, 2699) -> 6310
(410, 396) -> 6305
(388, 685) -> 6304
(432, 406) -> 6303
(5420, 40) -> 6299
(5185, 311) -> 7009
(502, 508) -> 6296
(3266, 68) -> 6294
(114, 6198) -> 6292
(119, 510) -> 6291
(398, 1158) -> 6290
(321, 3607) -> 6288
(1488, 1542) -> 6287
(301, 1994) -> 6285
(1171, 421) -> 6284
(5732, 337) -> 6279
(326, 855) -> 6278
(782, 274) -> 6277
(425, 112) -> 6271
(6235, 5318) -> 6270
(2198, 271) -> 6268
(2545, 2341) -> 6266
(989, 620) -> 6265
(3037, 758) -> 6263
(6260, 2756) -> 6261
(1556, 446) -> 6257
(3314, 303) -> 6256
(77, 3072) -> 6255
(3631, 68) -> 6254
(877, 726) -> 6253
(538, 507) -> 6250
(1710, 1271) -> 6845
(622, 268) -> 6249
(754, 410) -> 6248
(667, 2746) -> 6746
(353, 1552) -> 6247
(5070, 3313) -> 6246
(382, 305) -> 6240
(1273, 717) -> 6233
(609, 1042) -> 6232
(1454, 661) -> 6231
(5212, 1663) -> 6230
(1822, 4093) -> 6229
(1956, 272) -> 6228
(2576, 286) -> 6362
(4991, 6125) -> 6227
(3997, 795) -> 6225
(2109, 1282) -> 6223
(4794, 115) -> 6222
(2472, 538) -> 6220
(2896, 658) -> 6218
(1589, 358) -> 6219
(1964, 275) -> 6217
(907, 353) -> 6216
(462, 1462) -> 6213
(1165, 2590) -> 6211
(1299, 620) -> 6208
(727, 1542) -> 6207
(631, 938) -> 6206
(1201, 385) -> 6205
(6203, 483) -> 6204
(2133, 101) -> 6734
(557, 109) -> 6203
(1299, 271) -> 6201
(1241, 2045) -> 6197
(504, 5723) -> 6194
(3448, 354) -> 6193
(3753, 856) -> 6192
(1128, 502) -> 6191
(1321, 257) -> 6189
(417, 112) -> 6187
(738, 110) -> 6185
(1727, 569) -> 6182
(776, 495) -> 6179
(720, 350) -> 6178
(258, 1534) -> 6177
(527, 1971) -> 6174
(572, 329) -> 6169
(3954, 2527) -> 6168
(481, 5065) -> 6167
(670, 1229) -> 6166
(3657, 356) -> 6165
(1297, 1132) -> 6163
(3354, 517) -> 6161
(2945, 312) -> 6160
(1463, 1416) -> 6158
(361, 1082) -> 6157
(2448, 618) -> 6156
(412, 500) -> 6152
(6149, 307) -> 6150
(118, 2308) -> 6148
(926, 2247) -> 6143
(3245, 1753) -> 6141
(2001, 709) -> 6139
(2872, 4947) -> 6138
(878, 2725) -> 6137
(654, 2179) -> 6136
(1301, 312) -> 6134
(2355, 1986) -> 6379
(786, 3195) -> 6132
(872, 297) -> 6130
(612, 2611) -> 6129
(45, 1659) -> 6127
(6056, 286) -> 6125
(775, 386) -> 6121
(1824, 599) -> 6120
(3048, 494) -> 6117
(346, 1579) -> 6116
(301, 408) -> 6115
(960, 338) -> 6112
(3189, 1437) -> 6111
(4083, 721) -> 6110
(361, 1148) -> 6108
(329, 1539) -> 6103
(883, 533) -> 6100
(506, 1955) -> 6099
(358, 340) -> 6097
(1395, 274) -> 6096
(109, 98) -> 6094
(550, 347) -> 6093
(6091, 1224) -> 6092
(1726, 295) -> 6090
(341, 2510) -> 6086
(2368, 1907) -> 6085
(1071, 2227) -> 6084
(427, 484) -> 6078
(2741, 2243) -> 6074
(4963, 311) -> 6073
(671, 260) -> 6072
(99, 423) -> 6071
(464, 424) -> 6070
(321, 6053) -> 6067
(1002, 45) -> 6066
(3246, 350) -> 6064
(803, 5008) -> 6063
(305, 263) -> 6062
(3721, 32) -> 6061
(427, 498) -> 6060
(435, 268) -> 6054
(511, 350) -> 6053
(2125, 521) -> 6051
(5323, 612) -> 6050
(797, 268) -> 6047
(97, 6045) -> 6046
(373, 286) -> 6044
(1343, 274) -> 6042
(1545, 1333) -> 6041
(419, 1298) -> 6039
(473, 433) -> 6038
(2859, 1408) -> 6037
(6035, 264) -> 6036
(706, 285) -> 6035
(1740, 32) -> 6034
(2189, 1562) -> 6032
(1289, 4361) -> 6031
(356, 1482) -> 6030
(268, 1012) -> 6029
(274, 864) -> 6028
(560, 3574) -> 6027
(1337, 619) -> 6965
(866, 569) -> 6023
(260, 411) -> 6021
(270, 325) -> 6221
(427, 376) -> 6019
(806, 556) -> 6016
(6014, 296) -> 6015
(2863, 573) -> 6014
(3247, 3776) -> 6013
(3049, 747) -> 6011
(1278, 32) -> 6010
(359, 6008) -> 6009
(5520, 1524) -> 6005
(3129, 1297) -> 6001
(44, 3713) -> 5998
(3688, 865) -> 5997
(5993, 69) -> 5994
(1591, 591) -> 7014
(2821, 1973) -> 5993
(780, 870) -> 5992
(2885, 575) -> 6966
(5990, 4468) -> 5991
(765, 468) -> 5990
(966, 4244) -> 5989
(312, 611) -> 5984
(2223, 4801) -> 5982
(3487, 869) -> 5978
(684, 507) -> 5976
(102, 602) -> 5974
(100, 121) -> 5972
(594, 815) -> 5971
(622, 574) -> 5968
(495, 3716) -> 5967
(702, 2537) -> 5966
(441, 2670) -> 5964
(297, 1572) -> 5962
(3681, 32) -> 5961
(3288, 874) -> 5960
(5953, 5574) -> 5959
(535, 3743) -> 5957
(1528, 270) -> 5956
(5954, 116) -> 5955
(109, 289) -> 5954
(713, 414) -> 6828
(2831, 5381) -> 5953
(317, 791) -> 5952
(986, 273) -> 5950
(771, 3332) -> 5948
(409, 1123) -> 5947
(70, 520) -> 5944
(4184, 344) -> 6766
(386, 4209) -> 5943
(263, 73) -> 5941
(435, 798) -> 5938
(620, 2311) -> 5937
(333, 100) -> 5936
(303, 3188) -> 5935
(2138, 772) -> 5932
(119, 1951) -> 5930
(394, 272) -> 5928
(931, 416) -> 5925
(275, 320) -> 5924
(309, 340) -> 5923
(83, 1395) -> 5921
(768, 277) -> 5920
(1072, 497) -> 5917
(5914, 5902) -> 5916
(3142, 652) -> 5915
(5913, 1186) -> 5914
(327, 3460) -> 5912
(1090, 99) -> 5911
(99, 5909) -> 5910
(5908, 5153) -> 5909
(2114, 377) -> 5907
(2609, 730) -> 5905
(112, 4126) -> 5904
(3572, 327) -> 5901
(548, 5899) -> 5900
(434, 320) -> 5899
(323, 2608) -> 6424
(121, 5577) -> 5897
(323, 1678) -> 5895
(5891, 437) -> 5892
(1315, 2286) -> 5890
(2054, 3299) -> 5889
(1469, 1166) -> 5887
(3370, 1011) -> 5885
(1378, 424) -> 5884
(981, 268) -> 5882
(3033, 2385) -> 5881
(273, 1065) -> 5880
(935, 1924) -> 5879
(385, 666) -> 5878
(1135, 2534) -> 5876
(3337, 837) -> 6949
(842, 296) -> 6308
(601, 5746) -> 5872
(6328, 815) -> 6329
(396, 73) -> 5870
(892, 719) -> 6926
(715, 1798) -> 6706
(421, 955) -> 5869
(5867, 1993) -> 5868
(4259, 4316) -> 5867
(756, 2599) -> 5866
(1392, 624) -> 5865
(98, 351) -> 5864
(326, 2974) -> 5863
(2513, 1244) -> 5862
(328, 1396) -> 5861
(1272, 740) -> 5859
(754, 1706) -> 5858
(5777, 295) -> 5857
(467, 299) -> 5856
(775, 3143) -> 5855
(3281, 496) -> 5853
(487, 2835) -> 5851
(1719, 5848) -> 5849
(340, 1444) -> 6494
(2407, 290) -> 5847
(364, 431) -> 5846
(1622, 3603) -> 5844
(1278, 1544) -> 5842
(40, 96) -> 5841
(270, 5839) -> 5840
(5036, 284) -> 5839
(886, 1158) -> 5838
(544, 325) -> 5837
(1557, 1539) -> 5836
(41, 257) -> 5835
(3375, 2361) -> 5834
(285, 271) -> 5833
(1682, 2585) -> 6913
(267, 2677) -> 6144
(1791, 5698) -> 5832
(301, 427) -> 5830
(45, 1726) -> 5828
(3875, 748) -> 6774
(1784, 290) -> 5827
(3672, 5825) -> 5826
(97, 5824) -> 5825
(5087, 284) -> 5824
(5821, 1460) -> 5822
(1769, 358) -> 5821
(660, 1044) -> 5820
(3456, 2364) -> 6996
(5955, 574) -> 6202
(2509, 854) -> 5819
(2268, 2114) -> 5818
(4060, 5767) -> 6181
(3274, 289) -> 5817
(1503, 268) -> 5815
(5662, 2249) -> 6770
(592, 2266) -> 5814
(366, 478) -> 5813
(5265, 2644) -> 5812
(119, 5806) -> 5810
(317, 719) -> 5809
(695, 568) -> 5807
(330, 287) -> 5806
(273, 499) -> 5805
(787, 344) -> 5804
(558, 259) -> 5803
(4047, 1020) -> 5802
(1468, 340) -> 5798
(4267, 414) -> 5797
(306, 3771) -> 6593
(3969, 783) -> 5795
(1884, 4176) -> 5794
(1512, 286) -> 5793
(337, 2072) -> 5791
(273, 585) -> 6033
(5789, 487) -> 5790
(1227, 766) -> 5788
(99, 868) -> 5787
(472, 554) -> 5784
(70, 85) -> 5782
(1578, 2434) -> 5779
(271, 708) -> 6002
(1082, 1223) -> 5777
(3763, 3167) -> 5776
(4308, 3133) -> 6715
(3505, 390) -> 5775
(586, 490) -> 5773
(65, 68) -> 5771
(2275, 115) -> 6613
(717, 260) -> 5770
(1824, 359) -> 5766
(1998, 4374) -> 5765
(537, 34) -> 5764
(571, 411) -> 6289
(1371, 662) -> 5763
(813, 911) -> 5762
(1961, 32) -> 5758
(1226, 1184) -> 5753
(261, 114) -> 5752
(5750, 2940) -> 5751
(588, 268) -> 5749
(697, 283) -> 5747
(2556, 258) -> 6575
(2543, 1077) -> 5746
(2410, 865) -> 6243
(3378, 721) -> 5745
(271, 2980) -> 5742
(4399, 299) -> 6260
(459, 1121) -> 5741
(1225, 312) -> 5739
(329, 308) -> 6640
(317, 963) -> 5737
(4302, 1002) -> 5736
(291, 2932) -> 5735
(3217, 517) -> 6886
(2181, 303) -> 5734
(1669, 312) -> 5733
(1489, 615) -> 5732
(68, 659) -> 5731
(1640, 328) -> 5730
(327, 448) -> 5729
(1062, 678) -> 5728
(4144, 274) -> 5726
(308, 603) -> 5723
(1744, 773) -> 5722
(415, 80) -> 5721
(3619, 607) -> 5720
(1944, 2933) -> 5719
(100, 3220) -> 5718
(3507, 2748) -> 6763
(367, 317) -> 5717
(44, 1758) -> 5716
(5713, 46) -> 5714
(2274, 2309) -> 5713
(961, 401) -> 5711
(951, 3244) -> 6901
(44, 303) -> 5710
(1808, 585) -> 5708
(45, 3321) -> 5707
(2009, 494) -> 5706
(417, 1716) -> 5705
(1080, 267) -> 5702
(45, 262) -> 5701
(290, 321) -> 5700
(398, 1910) -> 5699
(263, 2469) -> 5697
(260, 2029) -> 5696
(291, 109) -> 5695
(426, 1145) -> 5693
(115, 1619) -> 5690
(396, 591) -> 5689
(1519, 3670) -> 5688
(432, 1009) -> 5687
(84, 85) -> 5686
(557, 115) -> 5685
(323, 1301) -> 5684
(112, 3416) -> 5680
(491, 101) -> 5678
(606, 1677) -> 5675
(413, 258) -> 5674
(1226, 32) -> 5673
(390, 1257) -> 5670
(2285, 312) -> 5669
(539, 274) -> 5668
(3340, 3060) -> 5666
(69, 84) -> 5663
(1964, 362) -> 5662
(1435, 825) -> 5660
(3715, 3077) -> 5659
(99, 3114) -> 5658
(531, 474) -> 5657
(547, 510) -> 5655
(1957, 505) -> 5652
(1314, 599) -> 5651
(1605, 362) -> 5645
(258, 300) -> 5644
(669, 408) -> 5643
(2198, 327) -> 5642
(569, 416) -> 5640
(262, 1873) -> 5639
(2893, 287) -> 5638
(1132, 268) -> 5633
(96, 1412) -> 5631
(2068, 5443) -> 5627
(44, 34) -> 5626
(1478, 5507) -> 5624
(763, 1696) -> 5623
(2303, 274) -> 5622
(2289, 1167) -> 5621
(997, 116) -> 5620
(392, 329) -> 7003
(853, 1612) -> 5619
(2813, 110) -> 5618
(1943, 274) -> 5615
(5260, 3906) -> 5614
(3123, 1012) -> 5610
(867, 83) -> 5608
(326, 1950) -> 5607
(2045, 1554) -> 5606
(548, 317) -> 5605
(828, 4648) -> 5604
(114, 256) -> 5603
(5599, 264) -> 5600
(633, 1084) -> 5599
(399, 2093) -> 6492
(428, 262) -> 5594
(102, 861) -> 5592
(473, 356) -> 5593
(420, 3724) -> 5591
(3701, 326) -> 5590
(1576, 1729) -> 7007
(271, 2671) -> 5589
(1493, 299) -> 5588
(1053, 96) -> 7008
(1828, 900) -> 5586
(361, 1841) -> 5585
(1818, 822) -> 5584
(354, 462) -> 5581
(1167, 312) -> 5580
(1052, 5575) -> 5578
(680, 535) -> 5576
(745, 390) -> 5575
(1865, 337) -> 5574
(548, 708) -> 5571
(1743, 2692) -> 5570
(3116, 1045) -> 5568
(631, 660) -> 5567
(309, 3795) -> 5566
(1006, 361) -> 5565
(353, 938) -> 5564
(326, 5562) -> 5563
(2349, 290) -> 5562
(1771, 853) -> 5561
(315, 453) -> 5559
(397, 3931) -> 5557
(3663, 384) -> 5553
(1104, 683) -> 5552
(2958, 2689) -> 6962
(702, 1043) -> 5551
(5407, 272) -> 5550
(548, 361) -> 5549
(373, 112) -> 5547
(687, 932) -> 5546
(798, 1179) -> 5545
(2049, 2712) -> 5544
(3258, 717) -> 5543
(2545, 545) -> 5542
(933, 77) -> 5541
(5845, 3838) -> 6652
(1747, 5279) -> 5540
(3219, 602) -> 5537
(358, 465) -> 5536
(733, 256) -> 5535
(2493, 1379) -> 5534
(3843, 565) -> 5533
(1596, 325) -> 5532
(642, 3233) -> 5531
(540, 359) -> 5528
(271, 1841) -> 5527
(2200, 271) -> 5526
(325, 771) -> 5524
(613, 416) -> 5523
(525, 1170) -> 5521
(3229, 272) -> 5519
(270, 2982) -> 5518
(560, 2452) -> 5517
(1316, 564) -> 5516
(329, 3844) -> 5515
(3981, 2981) -> 5514
(488, 273) -> 5511
(1144, 863) -> 7010
(938, 3684) -> 5510
(1142, 3192) -> 5509
(877, 40) -> 5504
(101, 3534) -> 5500
(432, 1672) -> 5499
(102, 3807) -> 5498
(500, 308) -> 5497
(1786, 386) -> 5496
(4847, 498) -> 5495
(475, 422) -> 5493
(3112, 32) -> 5491
(1063, 1905) -> 5490
(80, 4487) -> 5488
(4384, 5484) -> 5485
(3980, 946) -> 5484
(325, 1345) -> 6851
(463, 2612) -> 5483
(1087, 5477) -> 5481
(5142, 2848) -> 5480
(5478, 275) -> 5479
(486, 474) -> 5478
(4375, 1943) -> 6491
(3350, 2511) -> 5476
(852, 385) -> 5475
(299, 5242) -> 5473
(397, 108) -> 5471
(87, 32) -> 6473
(3726, 930) -> 5470
(2926, 539) -> 5468
(1130, 326) -> 5465
(310, 461) -> 5464
(806, 3068) -> 5463
(333, 103) -> 5462
(3782, 539) -> 5458
(466, 784) -> 5457
(1807, 731) -> 5456
(318, 285) -> 5453
(654, 1545) -> 5452
(386, 1774) -> 5755
(3322, 822) -> 5451
(1791, 4700) -> 5450
(1861, 691) -> 5449
(3596, 311) -> 5448
(557, 285) -> 5446
(118, 308) -> 5445
(3814, 2959) -> 5444
(466, 1009) -> 5442
(514, 2368) -> 5440
(3561, 956) -> 5438
(299, 929) -> 5436
(1400, 1583) -> 5435
(2984, 3772) -> 5434
(83, 4048) -> 5433
(650, 326) -> 6725
(3966, 2822) -> 5432
(877, 1820) -> 5431
(680, 802) -> 5428
(1178, 636) -> 5426
(556, 1278) -> 5425
(109, 510) -> 5424
(614, 258) -> 5420
(373, 1763) -> 5419
(1624, 409) -> 5417
(5415, 889) -> 5416
(1492, 117) -> 5415
(341, 4012) -> 5412
(1818, 979) -> 5410
(335, 1381) -> 5408
(424, 1097) -> 5407
(426, 971) -> 5406
(290, 1681) -> 5405
(357, 3832) -> 6812
(333, 5398) -> 5403
(5206, 822) -> 5402
(1655, 378) -> 5400
(1476, 371) -> 5399
(46, 2714) -> 5397
(382, 961) -> 5396
(559, 1667) -> 5395
(84, 87) -> 5393
(2099, 466) -> 5392
(557, 590) -> 5389
(2242, 979) -> 5387
(648, 1015) -> 5386
(935, 296) -> 6620
(284, 949) -> 5384
(2651, 274) -> 6617
(3266, 1235) -> 6555
(288, 938) -> 5380
(273, 1550) -> 5379
(4689, 360) -> 5378
(3901, 297) -> 5377
(258, 638) -> 5375
(452, 426) -> 5374
(1717, 264) -> 5372
(3974, 714) -> 5371
(32, 1376) -> 5423
(44, 617) -> 5422
(829, 723) -> 5368
(718, 5366) -> 5367
(4120, 2507) -> 5366
(352, 299) -> 5365
(624, 5362) -> 5364
(1705, 32) -> 5362
(751, 270) -> 5360
(791, 530) -> 5357
(115, 1391) -> 5355
(544, 326) -> 5354
(2798, 1855) -> 5352
(700, 1170) -> 5351
(2343, 2255) -> 5411
(272, 284) -> 5350
(430, 911) -> 5437
(1094, 285) -> 5346
(1383, 2110) -> 5345
(258, 424) -> 5344
(2867, 303) -> 5343
(2164, 1937) -> 2612
(800, 100) -> 2610
(5661, 946) -> 5860
(1285, 348) -> 2608
(333, 109) -> 2607
(804, 299) -> 2606
(657, 1934) -> 2605
(2375, 376) -> 4656
(39, 116) -> 554
(110, 1390) -> 3410
(282, 263) -> 443
(466, 3902) -> 5127
(372, 328) -> 2593
(268, 1867) -> 4463
(1124, 1055) -> 6576
(631, 303) -> 2591
(1293, 3272) -> 4496
(3089, 3621) -> 5159
(492, 344) -> 6673
(2383, 471) -> 5369
(317, 1210) -> 2588
(102, 114) -> 570
(493, 412) -> 4794
(401, 1074) -> 4996
(418, 258) -> 2584
(2229, 682) -> 6259
(1258, 258) -> 6258
(270, 859) -> 5548
(1415, 621) -> 2580
(86, 264) -> 2576
(425, 1646) -> 5636
(1234, 354) -> 2572
(847, 2210) -> 2571
(422, 792) -> 2570
(284, 286) -> 2563
(433, 337) -> 2561
(2539, 116) -> 2770
(1500, 348) -> 2554
(1685, 1575) -> 6069
(2123, 621) -> 3591
(1027, 558) -> 2544
(100, 384) -> 2539
(924, 401) -> 2537
(108, 1223) -> 1342
(1535, 109) -> 2535
(86, 1885) -> 5625
(898, 263) -> 1396
